Census year,Block ID,Property ID,Base property ID,Building name,Street address,CLUE small area,Construction year,Refurbished year,Number of floors (above ground),Predominant space use,Accessibility type,Accessibility type description,Accessibility rating,Bicycle spaces,Has showers,x coordinate,y coordinate,Location
2019,618,104263,104263,,207 George Street EAST MELBOURNE 3002,East Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9835,-37.8153,POINT (144.9834887 -37.81534158)
2019,1108,611366,611366,Serrata,813-817 Bourke Street DOCKLANDS 3008,Docklands,2012.0,,16.0,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,24.0,,144.9447,-37.8199,POINT (144.9446907 -37.81994818)
2019,230,109119,109119,,112 Station Street CARLTON 3053,Carlton,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9747,-37.7948,POINT (144.974713 -37.79478698)
2019,36,102153,102153,Assembly Hall,156-160 Collins Street MELBOURNE 3000,Melbourne (CBD),1914.0,2009.0,3.0,Office,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,0.0,,144.9682,-37.8146,POINT (144.9681545 -37.81464248)
2019,773,637419,637419,,21 South Wharf Drive DOCKLANDS 3008,Docklands,2012.0,,3.0,House/Townhouse,Not determined or not applicable,Access has not been rated,0.0,0.0,,144.9399,-37.8231,POINT (144.9398742 -37.82314222)
2019,202,109346,109346,,886-888 Swanston Street CARLTON 3053,Carlton,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9651,-37.7956,POINT (144.9651113 -37.79559453)
2019,204,591507,591507,MU Eastern Precinct Carpark,375 Cardigan Street CARLTON 3053,Carlton,2004.0,,1.0,Parking - Commercial Covered,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,20.0,,144.9657,-37.7975,POINT (144.9657128 -37.79750824)
2019,248,110801,110801,,186 Drummond Street CARLTON 3053,Carlton,,,3.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9687,-37.8021,POINT (144.9686534 -37.8021031)
2019,219,102728,102728,,284 Drummond Street CARLTON 3053,Carlton,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9689,-37.7994,POINT (144.9689367 -37.79941941)
2019,301,106524,106524,,96 Melrose Street NORTH MELBOURNE 3051,North Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9427,-37.7918,POINT (144.9426516 -37.79177186)
2019,84,105452,105452,,315-321 La Trobe Street MELBOURNE 3000,Melbourne (CBD),2016.0,,35.0,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,44.0,,144.96,-37.811,POINT (144.9599616 -37.81097608)
2019,84,108090,108090,The Celtic Club,316-322 Queen Street MELBOURNE 3000,Melbourne (CBD),1962.0,1996.0,1.0,Unoccupied - Under Construction,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,0.0,,144.9593,-37.8112,POINT (144.959303 -37.81120176)
2019,609,108750,108750,,109 Simpson Street EAST MELBOURNE 3002,East Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9881,-37.8135,POINT (144.9880573 -37.81352971)
2019,224,103163,103163,,54-58 Elgin Street CARLTON 3053,Carlton,1870.0,2016.0,2.0,Hospital/Clinic,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9727,-37.7975,POINT (144.9726819 -37.79745893)
2019,308,100071,100071,,457 Abbotsford Street NORTH MELBOURNE 3051,North Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9464,-37.7956,POINT (144.9464434 -37.79560736)
2019,224,108242,108242,,130 Rathdowne Street CARLTON 3053,Carlton,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9709,-37.7966,POINT (144.9709439 -37.79661441)
2019,228,526333,526333,,107 Princes Street CARLTON 3053,Carlton,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9721,-37.7929,POINT (144.972109 -37.79290653)
2019,214,111213,111207,176 Elgin Street,176 Elgin Street CARLTON 3053,Carlton,1869.0,1990.0,1.0,Retail - Shop,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9686,-37.7968,POINT (144.9685803 -37.79681616)
2019,612,107655,107655,,158 Powlett Street EAST MELBOURNE 3002,East Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9865,-37.8105,POINT (144.9865224 -37.81052053)
2019,257,525997,525997,,17 Leicester Place CARLTON 3053,Carlton,,,3.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9613,-37.8025,POINT (144.9613182 -37.80251752)
2019,604,560274,560274,,12-14 Hotham Street EAST MELBOURNE 3002,East Melbourne,1930.0,2006.0,3.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,0.0,,144.99,-37.8144,POINT (144.990029 -37.81436378)
2019,616,104334,104334,,153 Gipps Street EAST MELBOURNE 3002,East Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9854,-37.8132,POINT (144.9854015 -37.81315558)
2019,242,101254,101254,Bldg 249 & 252,183-195 Bouverie Street CARLTON 3053,Carlton,1910.0,1990.0,2.0,Educational/Research,High level of accessibility,Main Entrance has ramp,3.0,0.0,,144.9615,-37.8019,POINT (144.9614601 -37.8019397)
2019,207,101663,101663,,322 Cardigan Street CARLTON 3053,Carlton,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9663,-37.7973,POINT (144.9663077 -37.79728464)
2019,236,106820,106820,,26 Murchison Street CARLTON 3053,Carlton,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9736,-37.7998,POINT (144.9736143 -37.7997676)
2019,609,107672,107672,,104 Powlett Street EAST MELBOURNE 3002,East Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9861,-37.8134,POINT (144.9860811 -37.81338364)
2019,307,101757,101757,Thornton,27 Carroll Street NORTH MELBOURNE 3051,North Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9456,-37.7953,POINT (144.9455667 -37.79530277)
2019,227,101445,101445,,197 Canning Street CARLTON 3053,Carlton,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9732,-37.7939,POINT (144.9732361 -37.7939275)
2019,15,109257,109257,Young  And Jacksons Hotel,1-7 Swanston Street MELBOURNE 3000,Melbourne (CBD),1853.0,1922.0,3.0,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.967,-37.8174,POINT (144.9670229 -37.81735593)
2019,609,107675,107675,Oxford House,98 Powlett Street EAST MELBOURNE 3002,East Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9861,-37.8136,POINT (144.9860521 -37.81355481)
2019,2391,617212,617212,,35-57 Mark Street NORTH MELBOURNE 3051,North Melbourne,1996.0,,2.0,House/Townhouse,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,0.0,,144.9397,-37.794000000000004,POINT (144.9396895 -37.79395987)
2019,265,101590,101590,,83 Cardigan Street CARLTON 3053,Carlton,1900.0,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9644,-37.8049,POINT (144.9644336 -37.80493925)
2019,656,105147,105147,,32-34 Jolimont Terrace EAST MELBOURNE 3002,East Melbourne,1890.0,,2.0,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9815,-37.8181,POINT (144.9814639 -37.81808963)
2019,256,101265,101265,Building 223,33-41 Lincoln Square South CARLTON 3053,Carlton,1992.0,,5.0,Office,High level of accessibility,Main Entrance has ramp,3.0,4.0,,144.9623,-37.8034,POINT (144.9622721 -37.80340611)
2019,2384,617676,617676,,41-47 Racecourse Road NORTH MELBOURNE 3051,North Melbourne,1978.0,,1.0,Office,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9405,-37.7896,POINT (144.9405165 -37.78961917)
2019,305,106536,106536,,36 Melrose Street NORTH MELBOURNE 3051,North Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9422,-37.7942,POINT (144.9422039 -37.79421128)
2019,604,104857,104857,,1159 Hoddle Street EAST MELBOURNE 3002,East Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9903,-37.8139,POINT (144.9903123 -37.81387307)
2019,305,101308,101308,,59A Brougham Street NORTH MELBOURNE 3051,North Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9428,-37.7938,POINT (144.942833 -37.79376103)
2019,267,102613,102613,,31 Drummond Street CARLTON 3053,Carlton,1870.0,,3.0,House/Townhouse,Low level of accessibility,All entrances have steps,1.0,0.0,,144.967,-37.8062,POINT (144.96704 -37.80616451)
2019,268,102782,102782,,2-14 Drummond Street CARLTON 3053,Carlton,1890.0,1999.0,4.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9677,-37.8069,POINT (144.9677114 -37.80685619)
2019,224,650267,650267,,24-26 David Street CARLTON 3053,Carlton,,,1.0,House/Townhouse,Low level of accessibility,All entrances have steps,1.0,,,144.972,-37.7968,POINT (144.9720464 -37.79683014)
2019,46,101136,101136,,231-233 Bourke Street MELBOURNE 3000,Melbourne (CBD),1957.0,,3.0,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9668,-37.8134,POINT (144.9668412 -37.81343595)
2019,259,111525,111525,,120 Berkeley Street CARLTON 3053,Carlton,2008.0,,4.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,0.0,,144.959,-37.8027,POINT (144.9590306 -37.80266801)
2019,2381,617560,617560,Flemington Bridge Railway Station,211 Boundary Road NORTH MELBOURNE 3051,North Melbourne,1940.0,,1.0,Transport,High level of accessibility,Main Entrance has ramp,3.0,0.0,,144.9392,-37.7883,POINT (144.939195 -37.788325209999996)
2019,266,107083,107083,School of Art (Building 50),11-13 Orr Street CARLTON 3053,Carlton,1920.0,,2.0,Workshop/Studio,Low level of accessibility,All entrances have steps,1.0,0.0,True,144.965,-37.8064,POINT (144.9650167 -37.80638934)
2019,302,102873,102873,,509 Dryburgh Street NORTH MELBOURNE 3051,North Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9449,-37.7929,POINT (144.9448988 -37.79294399)
2019,2389,624229,624229,,17 Smyth Mews NORTH MELBOURNE 3051,North Melbourne,2010.0,,3.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.941,-37.793,POINT (144.9409794 -37.79301482)
2019,247,102656,102656,,167 Drummond Street CARLTON 3053,Carlton,1870.0,,2.0,Hospital/Clinic,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9677,-37.8025,POINT (144.9676905 -37.80246174)
2019,308,101775,101775,,6 Carroll Street NORTH MELBOURNE 3051,North Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.946,-37.796,POINT (144.9460011 -37.79597299)
2019,258,105513,105513,,141-143 Leicester Street CARLTON 3053,Carlton,1930.0,,2.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9603,-37.8026,POINT (144.960272 -37.8026381)
2019,603,104865,104865,,1195 Hoddle Street EAST MELBOURNE 3002,East Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9905,-37.8129,POINT (144.9904561 -37.81285351)
2019,646,109659,109659,Church of the Holy Annuciation,186-196 Victoria Parade EAST MELBOURNE 3002,East Melbourne,1945.0,0.0,1.0,Unoccupied - Under Renovation,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9782,-37.8088,POINT (144.9781568 -37.8088339)
2019,223,103077,103077,,79 Elgin Street CARLTON 3053,Carlton,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.972,-37.7979,POINT (144.971953 -37.79786075)
2019,613,593697,109643,The Victoria,162 Albert Street EAST MELBOURNE 3002,East Melbourne,,,14.0,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9856,-37.81,POINT (144.9856247 -37.81004691)
2019,258,105511,105511,,119-125 Leicester Street CARLTON 3053,Carlton,1900.0,,5.0,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,,144.9602,-37.8031,POINT (144.9602447 -37.80306095)
2019,610,104359,104359,,58-64 Gipps Street EAST MELBOURNE 3002,East Melbourne,,,3.0,Commercial Accommodation,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9876,-37.8129,POINT (144.9875783 -37.81290368)
2019,227,106860,106860,,67 Neill Street CARLTON 3053,Carlton,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9725,-37.7942,POINT (144.9724943 -37.79423788)
2019,255,108033,108033,,140 Queensberry Street CARLTON 3053,Carlton,1880.0,,2.0,Commercial Accommodation,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9642,-37.8044,POINT (144.9642361 -37.80443987)
2019,307,102906,102906,,398-400 Dryburgh Street NORTH MELBOURNE 3051,North Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9451,-37.796,POINT (144.9450745 -37.7959824)
2019,220,108255,108255,,46-48 Rathdowne Street CARLTON 3053,Carlton,1875.0,,2.0,Retail - Showroom,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9704,-37.7995,POINT (144.9704485 -37.7994542)
2019,232,109131,109131,,82 Station Street CARLTON 3053,Carlton,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9746,-37.7957,POINT (144.9745539 -37.79569941)
2019,656,100258,100258,,55 Agnes Street EAST MELBOURNE 3002,East Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9798,-37.8171,POINT (144.9797922 -37.81708601)
2019,225,101421,101421,,123 Canning Street CARLTON 3053,Carlton,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9729,-37.796,POINT (144.9729033 -37.79596898)
2019,607,108732,108732,,19-27 Simpson Street EAST MELBOURNE 3002,East Melbourne,1910.0,1980.0,1.0,Hospital/Clinic,Low level of accessibility,All entrances have steps,1.0,0.0,True,144.9875,-37.8159,POINT (144.9875251 -37.81587473)
